speed,speed_limit,speed_avg_week,speed_avg_time,speed_avg_week_time,speed_avg,seconds,air_temperature,wind_direction,wind_speed_ms,segangle,time,weekend,drifting,dry,fog,freezing,none,snow,thunder,wet,living_street,motorway,motorway_link,primary,residential,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,unpaved
22.8674993515,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,15.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29.654999733,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,4.9,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.49399986268,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,104.9,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.469997406000005,72,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.993333180733327,72,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,25.9,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.3799972534,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61.1699981689,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.609999656700005,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13.14999961855,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,82.9,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0799980164,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
