trip_id,trip_segmentno,segmentkey,segmentid,ev_kwh
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,1.707313537600001
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,2.1951141357000097
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.3658599852999913
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,3.1707305908999786
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
596,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.7317047119000009
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.8536605834999946
600,-1,-1,-1,3.6585350037000026
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.4878082274999969
600,-1,-1,-1,0.2439041137999993
600,-1,-1,-1,0.7317047118999938
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.2439002990999981
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
600,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
601,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.4878044128000028
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.487808227500004
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.0
603,-1,-1,-1,0.24390411369999754
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.2439002990999981
616,-1,-1,-1,0.12194824219999845
616,-1,-1,-1,0.0
616,-1,-1,-1,0.12195205689999965
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
616,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.12195587159999376
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.6097564697000024
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.7317047118999938
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.6097564697000024
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.9756088256999932
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
625,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.487808227500004
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
627,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.4878005980999944
630,-1,-1,-1,0.2438964844000111
630,-1,-1,-1,0.2438964844000111
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,2.4390258788999692
630,-1,-1,-1,0.24391174319998754
630,-1,-1,-1,0.0
630,-1,-1,-1,0.7317123413000104
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,1.0975570678999986
630,-1,-1,-1,0.2439041137999851
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.9756164550999956
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.12195587160000798
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,3.2926788330000387
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
630,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.8536529540999993
632,-1,-1,-1,0.0
632,-1,-1,-1,0.12194824210000375
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.4878082275999986
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.3658447265000007
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.2438964843999969
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
632,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.6097564696999953
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.6097564696999953
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.12194824219999136
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
635,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.8536567688000005
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.4878082274999969
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
636,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
646,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,2.5609741211000028
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.7317123412999962
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,1.3414688109999986
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,1.0975646973000008
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.7317123412999962
658,-1,-1,-1,2.6829261780000024
658,-1,-1,-1,0.4878005982000104
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.3658523558999889
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.24390411369999754
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.2439041137999993
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,2.804878234799993
658,-1,-1,-1,0.0
658,-1,-1,-1,0.0
658,-1,-1,-1,0.12194824219999136
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.9756088257000002
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.7317047119000009
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12195205679999074
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12195205679999074
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.7317047119000009
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12195205689999965
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12195205689999965
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12195587159999376
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.7317047118999938
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.2438964843000022
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.4878082274999969
659,-1,-1,-1,0.0
659,-1,-1,-1,0.6097564697999971
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.24390411369999754
659,-1,-1,-1,0.0
659,-1,-1,-1,0.2439002990999981
659,-1,-1,-1,0.12194824219999845
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.12194824220000555
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.24390411369999754
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.4878082274999969
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.4878082274999969
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
659,-1,-1,-1,0.0
668,-1,-1,-1,0.0
668,-1,-1,-1,0.0
668,-1,-1,-1,0.0
668,-1,-1,-1,0.0
668,-1,-1,-1,0.0
